normal_consume,consumption_in_period,autoconsume,injection,temp_max,humidity,hour,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
0.036,0.0,0.302,2,18.48,77,15,0.89,1,0.27,1
0.112,0.0,0.269,2,18.43,80,16,0.71,1,0.16,1
0.368,0.0,0.132,0,18.43,82,17,0.26,1,-0.24,1
0.502,0.0,0.017,0,15.72,89,18,0.03,1,-0.48,0
0.755,0.0,0.0,0,16.77,89,19,0.0,0,-0.76,0
0.906,0.0,0.0,0,16.77,91,20,0.0,0,-0.91,0
0.528,0.0,0.0,0,16.21,92,21,0.0,0,-0.53,0
0.0,0.578,0.0,0,16.21,92,22,0.0,0,-0.58,0
0.0,0.445,0.0,0,15.72,91,23,0.0,0,-0.44,0
0.0,0.459,0.0,0,15.72,90,0,0.0,0,-0.46,0
0.0,0.458,0.0,0,15.72,84,1,0.0,0,-0.46,0
0.0,0.311,0.0,0,15.72,85,2,0.0,0,-0.31,0
0.0,0.284,0.0,0,16.72,84,3,0.0,0,-0.28,0
0.0,0.289,0.0,0,16.72,83,4,0.0,0,-0.29,0
0.0,0.258,0.0,0,16.72,84,5,0.0,0,-0.26,0
0.0,0.253,0.0,0,16.72,86,6,0.0,0,-0.25,0
0.0,0.303,0.0,0,16.72,89,7,0.0,1,-0.3,1
0.32,0.0,0.028,0,17.72,92,8,0.08,1,-0.29,1
0.133,0.0,0.162,0,17.79,89,9,0.54,1,0.03,1
0.22,0.0,0.023,0,19.71,84,10,0.1,1,-0.2,1
0.054,0.0,0.22,0,19.72,88,11,0.81,1,0.17,1
0.11,0.0,0.135,0,18.9,85,12,0.56,1,0.03,1
0.129,0.0,0.122,0,19.71,90,13,0.49,1,-0.01,1
0.0,0.0,0.28,0,17.72,90,14,1.0,1,0.28,1
0.037,0.0,0.203,0,18.72,93,15,0.85,1,0.17,1
0.106,0.0,0.152,0,18.43,92,16,0.58,1,0.05,1
0.174,0.0,0.101,0,18.43,92,17,0.36,1,-0.07,1
1.527,0.0,0.008,0,18.04,91,18,0.01,1,-1.52,0
1.827,0.0,0.0,0,17.49,91,19,0.0,0,-1.83,0
0.929,0.0,0.0,0,17.32,91,20,0.0,0,-0.93,0
0.521,0.0,0.0,0,16.93,90,21,0.0,0,-0.52,0
0.0,0.514,0.0,0,16.93,89,22,0.0,0,-0.51,0
0.0,0.523,0.0,0,16.93,91,23,0.0,0,-0.52,0
0.0,0.448,0.0,0,16.77,92,0,0.0,0,-0.45,0
0.0,0.343,0.0,0,16.72,91,1,0.0,0,-0.34,0
0.0,0.354,0.0,0,16.72,91,2,0.0,0,-0.35,0
0.0,0.262,0.0,0,16.21,91,3,0.0,0,-0.26,0
0.0,0.247,0.0,0,16.21,91,4,0.0,0,-0.25,0
0.0,0.268,0.0,0,16.72,92,5,0.0,0,-0.27,0
0.0,0.236,0.0,0,16.72,92,6,0.0,0,-0.24,0
0.0,0.274,0.0,0,16.21,92,7,0.0,1,-0.27,1
0.539,0.0,0.022,0,16.93,92,8,0.04,1,-0.52,1
0.36,0.0,0.056,0,17.49,91,9,0.13,1,-0.3,1
0.143,0.0,0.294,0,17.49,90,10,0.67,1,0.15,1
0.0,0.0,0.441,0,18.12,83,11,1.0,1,0.44,1
0.025,0.0,0.323,0,19.15,84,12,0.92,1,0.3,1
0.1,0.0,0.215,0,20.26,90,13,0.67,1,0.12,1
0.077,0.0,0.171,0,18.99,91,14,0.68,1,0.09,1
0.007,0.0,0.267,0,19.15,94,15,0.99,1,0.26,1
0.043,0.0,0.219,0,18.72,94,16,0.84,1,0.18,1
0.155,0.0,0.085,0,18.43,93,17,0.35,1,-0.07,1
0.265,0.0,0.009,0,18.43,92,18,0.03,1,-0.26,0
0.46,0.0,0.0,0,17.88,92,19,0.0,0,-0.46,0
0.316,0.0,0.0,0,17.32,93,20,0.0,0,-0.32,0
0.364,0.0,0.0,0,17.32,93,21,0.0,0,-0.36,0
0.0,0.372,0.0,0,16.77,92,22,0.0,0,-0.37,0
0.0,0.505,0.0,0,16.77,92,23,0.0,0,-0.5,0
0.0,0.515,0.0,0,16.77,92,0,0.0,0,-0.52,0
0.0,0.412,0.0,0,16.77,93,1,0.0,0,-0.41,0
0.0,0.285,0.0,0,16.77,94,2,0.0,0,-0.28,0
0.0,0.279,0.0,0,16.77,93,3,0.0,0,-0.28,0
0.0,0.267,0.0,0,16.77,93,4,0.0,0,-0.27,0
0.0,0.233,0.0,0,16.72,90,5,0.0,0,-0.23,0
0.0,0.251,0.0,0,16.72,85,6,0.0,0,-0.25,0
0.0,0.267,0.0,0,17.72,84,7,0.0,1,-0.27,1
0.211,0.0,0.032,0,17.72,85,8,0.13,1,-0.18,1
0.363,0.0,0.158,0,18.72,84,9,0.3,1,-0.2,1
0.207,0.0,0.207,0,18.72,91,10,0.5,1,0.0,1
0.579,0.0,0.274,0,19.72,91,11,0.32,1,-0.3,1
0.117,0.0,0.234,0,19.79,80,12,0.67,1,0.12,1
0.134,0.0,0.139,0,19.15,81,13,0.51,1,0.01,1
0.125,0.0,0.156,0,17.49,92,14,0.56,1,0.03,1
0.086,0.0,0.175,0,16.72,93,15,0.67,1,0.09,1
0.336,0.0,0.173,0,16.77,93,16,0.34,1,-0.16,1
0.509,0.0,0.038,0,16.21,90,17,0.07,1,-0.47,1
0.598,0.0,0.001,0,16.21,91,18,0.0,1,-0.6,0
0.671,0.0,0.0,0,14.71,92,19,0.0,0,-0.67,0
0.499,0.0,0.0,0,15.1,91,20,0.0,0,-0.5,0
0.512,0.0,0.0,0,15.72,93,21,0.0,0,-0.51,0
0.0,0.455,0.0,0,15.72,91,22,0.0,0,-0.46,0
0.0,0.398,0.0,0,15.72,90,23,0.0,0,-0.4,0
0.0,0.259,0.0,0,15.82,90,0,0.0,0,-0.26,0
0.0,0.27,0.0,0,15.82,87,1,0.0,0,-0.27,0
0.0,0.268,0.0,0,16.38,84,2,0.0,0,-0.27,0
0.0,0.248,0.0,0,16.38,84,3,0.0,0,-0.25,0
0.0,0.251,0.0,0,15.15,86,4,0.0,0,-0.25,0
0.0,0.267,0.0,0,15.72,92,5,0.0,0,-0.27,0
0.0,0.263,0.0,0,15.15,94,6,0.0,0,-0.26,0
0.0,0.254,0.0,0,15.7,93,7,0.0,1,-0.25,1
0.243,0.0,0.016,0,15.7,93,8,0.06,1,-0.23,1
0.161,0.0,0.097,0,15.9,93,9,0.37,1,-0.06,1
0.167,0.0,0.117,0,17.49,93,10,0.42,1,-0.05,1
0.763,0.0,0.316,0,18.04,94,11,0.29,1,-0.45,1
0.557,0.0,0.41,0,19.15,94,12,0.42,1,-0.15,1
0.125,0.0,0.452,0,18.6,95,13,0.78,1,0.33,1
0.218,0.0,0.234,0,19.15,95,14,0.52,1,0.02,1
0.27,0.0,0.308,0,17.88,94,15,0.53,1,0.04,1
0.532,0.0,0.216,0,18.72,95,16,0.29,1,-0.32,1
0.341,0.0,0.131,0,17.88,95,17,0.28,1,-0.21,1
0.461,0.0,0.017,0,17.32,95,18,0.04,1,-0.44,0
0.48,0.0,0.0,0,16.77,95,19,0.0,0,-0.48,0
0.375,0.0,0.0,0,16.77,95,20,0.0,0,-0.38,0
0.625,0.0,0.0,0,16.77,95,21,0.0,0,-0.62,0
0.0,0.38,0.0,0,16.21,95,22,0.0,0,-0.38,0
0.0,0.535,0.0,0,15.72,94,23,0.0,0,-0.54,0
0.0,0.576,0.0,0,15.72,94,0,0.0,0,-0.58,0
0.0,0.511,0.0,0,15.72,94,1,0.0,0,-0.51,0
0.0,0.306,0.0,0,15.72,93,2,0.0,0,-0.31,0
0.0,0.287,0.0,0,15.72,94,3,0.0,0,-0.29,0
0.0,0.258,0.0,0,15.72,94,4,0.0,0,-0.26,0
0.0,0.268,0.0,0,15.72,93,5,0.0,0,-0.27,0
0.0,0.277,0.0,0,15.72,95,6,0.0,0,-0.28,0
0.0,0.451,0.0,0,15.72,95,7,0.0,1,-0.45,1
0.544,0.0,0.01,0,16.12,93,8,0.02,1,-0.53,1
0.131,0.0,0.158,2,16.72,93,9,0.54,1,0.03,1
0.086,0.0,0.182,0,16.82,91,10,0.67,1,0.1,1
0.053,0.0,0.22,1,17.37,93,11,0.81,1,0.17,1
0.066,0.0,0.312,2,18.72,93,12,0.82,1,0.25,1
0.439,0.0,0.27,1,19.71,88,13,0.38,1,-0.17,1
0.017,0.0,0.323,2,20.26,84,14,0.95,1,0.31,1
0.054,0.0,0.291,1,20.26,90,15,0.86,1,0.24,1
0.325,0.0,0.08,0,19.71,88,16,0.2,1,-0.24,1
0.323,0.0,0.026,0,18.72,89,17,0.07,1,-0.3,1
0.462,0.0,0.0,0,18.72,93,18,0.0,1,-0.46,0
0.958,0.0,0.0,0,17.72,94,19,0.0,0,-0.96,0
0.753,0.0,0.0,0,17.72,93,20,0.0,0,-0.75,0
0.578,0.0,0.0,0,17.72,90,21,0.0,0,-0.58,0
0.0,0.551,0.0,0,17.72,86,22,0.0,0,-0.55,0
0.0,0.54,0.0,0,17.72,83,23,0.0,0,-0.54,0
0.0,0.484,0.0,0,17.79,82,0,0.0,0,-0.48,0
0.0,0.345,0.0,0,17.79,80,1,0.0,0,-0.34,0
0.0,0.263,0.0,0,17.93,79,2,0.0,0,-0.26,0
0.0,0.262,0.0,0,17.93,80,3,0.0,0,-0.26,0
0.0,0.27,0.0,0,17.79,88,4,0.0,0,-0.27,0
0.0,0.271,0.0,0,18.72,88,5,0.0,0,-0.27,0
0.0,0.27,0.0,0,18.34,85,6,0.0,0,-0.27,0
0.0,0.44,0.0,0,17.01,89,7,0.0,1,-0.44,1
0.416,0.0,0.001,0,16.77,93,8,0.0,1,-0.42,1
0.279,0.0,0.019,0,16.77,93,9,0.06,1,-0.26,1
0.145,0.0,0.168,0,17.79,92,10,0.54,1,0.02,1
0.012,0.0,0.295,2,17.79,91,11,0.95,1,0.28,1
0.0,0.0,0.348,2,18.72,90,12,0.99,1,0.35,1
0.067,0.0,0.302,2,19.72,85,13,0.82,1,0.24,1
0.0,0.0,0.26,2,20.01,79,14,1.0,1,0.26,1
0.011,0.0,0.248,2,20.26,77,15,0.95,1,0.24,1
0.032,0.0,0.229,1,20.26,80,16,0.88,1,0.2,1
0.185,0.0,0.078,0,19.71,85,17,0.3,1,-0.11,1
0.271,0.0,0.001,0,18.6,86,18,0.0,1,-0.27,0
1.855,0.0,0.0,0,18.43,89,19,0.0,0,-1.86,0
0.599,0.0,0.0,0,18.43,91,20,0.0,0,-0.6,0
0.6,0.0,0.0,0,18.43,91,21,0.0,0,-0.6,0
0.0,0.862,0.0,0,17.93,91,22,0.0,0,-0.86,0
0.0,1.054,0.0,0,18.04,90,23,0.0,0,-1.05,0
0.0,0.401,0.0,0,18.04,87,0,0.0,0,-0.4,0
0.0,0.268,0.0,0,17.93,88,1,0.0,0,-0.27,0
0.0,0.26,0.0,0,17.93,88,2,0.0,0,-0.26,0
0.0,0.262,0.0,0,17.88,90,3,0.0,0,-0.26,0
0.0,0.269,0.0,0,17.72,90,4,0.0,0,-0.27,0
0.0,0.271,0.0,0,17.32,90,5,0.0,0,-0.27,0
0.0,0.269,0.0,0,16.82,91,6,0.0,0,-0.27,0
0.0,0.592,0.0,0,17.72,91,7,0.0,1,-0.59,1
0.421,0.0,0.018,0,17.72,90,8,0.04,1,-0.4,1
0.048,0.0,0.226,1,19.15,83,9,0.84,1,0.18,1
0.0,0.0,0.258,3,20.72,78,10,0.99,1,0.26,1
0.016,0.0,0.297,3,22.01,76,11,0.96,1,0.28,1
0.036,0.0,0.412,1,21.38,80,12,0.92,1,0.38,1
0.035,0.0,0.402,2,23.6,73,13,0.91,1,0.37,1
0.0,0.0,0.281,3,23.72,69,14,1.0,1,0.28,1
0.0,0.0,0.306,2,24.15,69,15,0.99,1,0.31,1
0.125,0.0,0.205,0,24.71,72,16,0.62,1,0.08,1
0.243,0.0,0.089,0,23.6,71,17,0.27,1,-0.15,1
0.501,0.0,0.002,0,20.82,86,18,0.0,1,-0.5,0
1.253,0.0,0.0,0,21.45,82,19,0.0,0,-1.25,0
0.623,0.0,0.0,0,20.34,84,20,0.0,0,-0.62,0
0.491,0.0,0.0,0,19.72,89,21,0.0,0,-0.49,0
0.0,0.414,0.0,0,19.54,88,22,0.0,0,-0.41,0
0.0,0.315,0.0,0,19.79,90,23,0.0,0,-0.32,0
0.0,0.402,0.0,0,19.79,88,0,0.0,0,-0.4,0
0.0,0.405,0.0,0,19.79,88,1,0.0,0,-0.4,0
0.0,0.262,0.0,0,18.99,89,2,0.0,0,-0.26,0
0.0,0.257,0.0,0,19.72,87,3,0.0,0,-0.26,0
0.0,0.256,0.0,0,19.72,86,4,0.0,0,-0.26,0
0.0,0.256,0.0,0,19.72,84,5,0.0,0,-0.26,0
0.0,0.262,0.0,0,19.72,83,6,0.0,0,-0.26,0
0.0,0.412,0.0,0,19.72,87,7,0.0,1,-0.41,0
0.37,0.0,0.003,0,19.72,85,8,0.01,1,-0.37,1
0.337,0.0,0.027,0,19.79,85,9,0.08,1,-0.31,1
0.214,0.0,0.076,0,20.34,90,10,0.26,1,-0.14,1
0.16,0.0,0.132,0,21.38,93,11,0.46,1,-0.03,1
0.016,0.0,0.269,2,22.01,94,12,0.93,1,0.25,1
0.0,0.0,0.284,2,22.01,91,13,1.01,1,0.28,1
0.016,0.0,0.266,1,21.93,84,14,0.95,1,0.25,1
0.194,0.0,0.09,0,20.1,91,15,0.32,1,-0.1,1
0.249,0.0,0.036,0,20.15,92,16,0.13,1,-0.21,1
0.334,0.0,0.03,0,20.57,92,17,0.08,1,-0.3,1
0.425,0.0,0.0,0,20.15,86,18,0.0,1,-0.42,0
0.407,0.0,0.0,0,19.59,85,19,0.0,0,-0.41,0
0.586,0.0,0.0,0,19.15,93,20,0.0,0,-0.59,0
0.568,0.0,0.0,0,19.15,94,21,0.0,0,-0.57,0
0.0,0.511,0.0,0,18.72,93,22,0.0,0,-0.51,0
0.0,0.385,0.0,0,19.71,91,23,0.0,0,-0.38,0
0.0,0.27,0.0,0,19.71,90,0,0.0,0,-0.27,0
0.0,0.26,0.0,0,19.72,87,1,0.0,0,-0.26,0
0.0,0.256,0.0,0,18.72,89,2,0.0,0,-0.26,0
0.0,0.25,0.0,0,18.72,92,3,0.0,0,-0.25,0
0.0,0.333,0.0,0,17.88,93,4,0.0,0,-0.33,0
0.0,0.297,0.0,0,17.88,93,5,0.0,0,-0.3,0
0.0,0.256,0.0,0,17.88,94,6,0.0,0,-0.26,0
0.0,0.268,0.0,0,18.72,94,7,0.0,1,-0.27,0
0.32,0.0,0.0,0,17.88,93,8,0.0,1,-0.32,1
0.299,0.0,0.0,0,17.88,92,9,0.0,1,-0.3,1
0.28,0.0,0.0,0,18.72,90,10,0.0,1,-0.28,1
0.218,0.0,0.108,0,20.01,89,11,0.33,1,-0.11,1
0.082,0.0,0.208,1,20.72,85,12,0.72,1,0.13,1
0.143,0.0,0.164,0,20.26,82,13,0.53,1,0.02,1
0.239,0.0,0.051,0,19.15,91,14,0.18,1,-0.19,1
0.277,0.0,0.009,0,18.72,92,15,0.03,1,-0.27,1
0.314,0.0,0.0,0,18.04,93,16,0.0,1,-0.31,1
0.283,0.0,0.0,0,17.88,93,17,0.0,1,-0.28,1
0.35,0.0,0.0,0,17.72,94,18,0.0,1,-0.35,0
0.362,0.0,0.0,0,17.93,90,19,0.0,0,-0.36,0
0.361,0.0,0.0,0,20.01,84,20,0.0,0,-0.36,0
0.386,0.0,0.0,0,20.01,76,21,0.0,0,-0.39,0
0.0,0.407,0.0,0,20.57,81,22,0.0,0,-0.41,0
0.0,0.469,0.0,0,20.57,79,23,0.0,0,-0.47,0
0.0,0.498,0.0,0,20.72,75,0,0.0,0,-0.5,0
0.0,0.498,0.0,0,19.04,83,1,0.0,0,-0.5,0
0.0,0.492,0.0,0,17.72,91,2,0.0,0,-0.49,0
0.0,0.452,0.0,0,18.34,90,3,0.0,0,-0.45,0
0.0,0.447,0.0,0,17.72,92,4,0.0,0,-0.45,0
0.0,0.286,0.0,0,17.72,92,5,0.0,0,-0.29,0
0.0,0.256,0.0,0,17.01,92,6,0.0,0,-0.26,0
0.0,0.256,0.0,0,17.01,93,7,0.0,1,-0.26,0
0.297,0.0,0.002,0,16.82,94,8,0.01,1,-0.3,1
0.214,0.0,0.036,0,16.82,94,9,0.14,1,-0.18,1
0.108,0.0,0.174,1,17.72,94,10,0.62,1,0.07,1
0.751,0.0,0.128,0,17.49,94,11,0.15,1,-0.62,1
0.218,0.0,0.06,0,17.72,93,12,0.21,1,-0.16,1
0.696,0.0,0.146,0,18.72,93,13,0.17,1,-0.55,1
0.796,0.0,0.053,0,18.43,91,14,0.06,1,-0.74,1
0.598,0.0,0.112,0,18.43,91,15,0.16,1,-0.49,1
0.361,0.0,0.224,0,18.43,94,16,0.39,1,-0.14,1
0.469,0.0,0.069,0,17.88,94,17,0.13,1,-0.4,1
0.476,0.0,0.0,0,16.72,93,18,0.0,1,-0.48,0
0.516,0.0,0.0,0,16.12,92,19,0.0,0,-0.52,0
0.426,0.0,0.0,0,15.72,94,20,0.0,0,-0.43,0
0.42,0.0,0.0,0,15.82,94,21,0.0,0,-0.42,0
0.0,0.471,0.0,0,15.26,94,22,0.0,0,-0.47,0
0.0,0.493,0.0,0,15.15,94,23,0.0,0,-0.49,0
0.0,0.586,0.0,0,16.21,94,0,0.0,0,-0.59,0
0.0,0.807,0.0,0,16.21,94,1,0.0,0,-0.81,0
0.0,0.278,0.0,0,14.59,95,2,0.0,0,-0.28,0
0.0,0.269,0.0,0,14.45,95,3,0.0,0,-0.27,0
0.0,0.263,0.0,0,15.66,95,4,0.0,0,-0.26,0
0.0,0.265,0.0,0,15.1,95,5,0.0,0,-0.26,0
0.0,0.26,0.0,0,14.54,95,6,0.0,0,-0.26,0
0.0,0.228,0.043,0,14.04,95,7,0.16,1,-0.18,0
0.054,0.0,0.245,0,14.04,95,8,0.82,1,0.19,1
0.194,0.0,0.501,2,15.7,93,9,0.72,1,0.31,1
0.512,0.0,0.412,2,16.72,90,10,0.45,1,-0.1,1
0.68,0.0,0.824,2,17.72,85,11,0.55,1,0.14,1
0.72,0.0,0.949,0,18.72,71,12,0.57,1,0.23,1
0.016,0.0,0.579,3,19.72,64,13,0.96,1,0.56,1
0.0,0.0,0.386,3,20.26,65,14,0.99,1,0.39,1
0.067,0.0,0.425,1,20.82,67,15,0.87,1,0.36,1
0.416,0.0,0.087,0,19.04,68,16,0.17,1,-0.33,1
0.616,0.0,0.0,0,17.79,80,17,0.0,1,-0.62,1
0.44,0.0,0.0,0,16.77,83,18,0.0,1,-0.44,0
0.495,0.0,0.0,0,16.21,86,19,0.0,0,-0.5,0
0.88,0.0,0.0,0,15.7,87,20,0.0,0,-0.88,0
0.582,0.0,0.0,0,16.26,86,21,0.0,0,-0.58,0
0.0,0.557,0.0,0,16.26,81,22,0.0,0,-0.56,0
0.0,0.511,0.0,0,16.26,80,23,0.0,0,-0.51,0
0.0,0.405,0.0,0,16.82,79,0,0.0,0,-0.4,0
0.0,0.281,0.0,0,16.82,83,1,0.0,0,-0.28,0
0.0,0.27,0.0,0,15.7,88,2,0.0,0,-0.27,0
0.0,0.265,0.0,0,15.72,91,3,0.0,0,-0.26,0
0.0,0.256,0.0,0,15.72,92,4,0.0,0,-0.26,0
0.0,0.255,0.0,0,16.72,94,5,0.0,0,-0.26,0
0.0,0.264,0.0,0,16.72,94,6,0.0,0,-0.26,0
0.0,0.272,0.0,0,15.9,94,7,0.0,1,-0.27,0
0.248,0.0,0.033,0,16.72,93,8,0.12,1,-0.22,1
0.404,0.0,0.099,0,16.82,93,9,0.2,1,-0.31,1
0.148,0.0,0.397,2,17.37,94,10,0.72,1,0.25,1
0.196,0.0,0.247,0,18.72,93,11,0.56,1,0.05,1
0.155,0.0,0.31,0,18.6,90,12,0.67,1,0.16,1
0.258,0.0,0.337,2,17.72,94,13,0.56,1,0.08,1
0.438,0.0,0.561,2,17.72,94,14,0.56,1,0.12,1
0.789,0.0,0.301,2,18.12,86,15,0.28,1,-0.49,1
0.314,0.0,0.112,0,17.37,83,16,0.26,1,-0.2,1
0.397,0.0,0.002,0,16.93,84,17,0.0,1,-0.4,1
0.435,0.0,0.0,0,15.15,86,18,0.0,1,-0.44,0
0.291,0.0,0.0,0,15.1,90,19,0.0,0,-0.29,0
0.332,0.0,0.0,0,15.1,91,20,0.0,0,-0.33,0
0.362,0.0,0.0,0,14.54,91,21,0.0,0,-0.36,0
0.0,0.352,0.0,0,13.99,92,22,0.0,0,-0.35,0
0.0,0.584,0.0,0,13.43,92,23,0.0,0,-0.58,0
0.0,0.444,0.0,0,13.43,93,0,0.0,0,-0.44,0
0.0,0.606,0.0,0,12.88,94,1,0.0,0,-0.61,0
0.0,0.359,0.0,0,12.32,94,2,0.0,0,-0.36,0
0.0,0.269,0.0,0,11.77,95,3,0.0,0,-0.27,0
0.0,0.266,0.0,0,11.77,95,4,0.0,0,-0.27,0
0.0,0.27,0.0,0,11.77,95,5,0.0,0,-0.27,0
0.0,0.257,0.0,0,11.77,95,6,0.0,0,-0.26,0
0.0,0.245,0.014,0,11.77,95,7,0.05,1,-0.23,0
0.115,0.0,0.147,1,11.77,95,8,0.57,1,0.03,1
0.0,0.0,0.275,3,12.32,96,9,0.98,1,0.28,1
0.038,0.0,0.428,3,13.72,95,10,0.91,1,0.39,1
0.016,0.0,0.313,3,16.72,92,11,0.95,1,0.3,1
0.018,0.0,0.284,2,17.72,73,12,0.95,1,0.27,1
0.001,0.0,0.293,2,16.93,71,13,1.01,1,0.29,1
0.108,0.0,0.185,2,18.04,69,14,0.64,1,0.08,1
0.182,0.0,0.197,1,17.49,68,15,0.52,1,0.02,1
0.31,0.0,0.09,0,17.79,69,16,0.22,1,-0.22,1
0.337,0.0,0.002,0,15.9,72,17,0.01,1,-0.34,1
0.38,0.0,0.0,0,15.1,80,18,0.0,1,-0.38,0
0.436,0.0,0.0,0,14.54,84,19,0.0,0,-0.44,0
0.437,0.0,0.0,0,13.99,86,20,0.0,0,-0.44,0
0.469,0.0,0.0,0,13.99,88,21,0.0,0,-0.47,0
0.0,0.359,0.0,0,13.43,89,22,0.0,0,-0.36,0
0.0,0.488,0.0,0,12.88,90,23,0.0,0,-0.49,0
0.0,0.519,0.0,0,12.32,90,0,0.0,0,-0.52,0
0.0,0.361,0.0,0,11.82,90,1,0.0,0,-0.36,0
0.0,0.28,0.0,0,11.77,90,2,0.0,0,-0.28,0
0.0,0.281,0.0,0,11.82,87,3,0.0,0,-0.28,0
0.0,0.277,0.0,0,11.82,83,4,0.0,0,-0.28,0
0.0,0.259,0.0,0,10.1,99,5,0.0,0,-0.26,0
0.0,0.255,0.0,0,10.1,98,6,0.0,0,-0.26,0
0.0,0.481,0.046,0,9.72,98,7,0.09,1,-0.44,0
0.326,0.0,0.17,1,12.93,78,8,0.34,1,-0.16,1
0.0,0.0,0.338,2,12.93,76,9,0.99,1,0.34,1
0.0,0.0,0.32,2,14.59,74,10,1.0,1,0.32,1
0.0,0.0,0.31,3,16.26,70,11,1.0,1,0.31,1
0.0,0.0,0.27,3,17.37,69,12,1.0,1,0.27,1
0.0,0.0,0.248,2,18.48,66,13,0.99,1,0.25,1
0.126,0.0,0.243,0,18.04,68,14,0.66,1,0.12,1
0.252,0.0,0.199,0,18.04,71,15,0.44,1,-0.05,1
0.398,0.0,0.054,0,17.49,75,16,0.12,1,-0.34,1
0.531,0.0,0.0,0,16.26,79,17,0.0,1,-0.53,1
0.609,0.0,0.0,0,15.7,80,18,0.0,1,-0.61,0
0.818,0.0,0.0,0,15.15,84,19,0.0,0,-0.82,0
0.737,0.0,0.0,0,15.15,82,20,0.0,0,-0.74,0
0.469,0.0,0.0,0,15.15,81,21,0.0,0,-0.47,0
0.0,0.513,0.0,0,14.72,85,22,0.0,0,-0.51,0
0.0,0.597,0.0,0,14.72,79,23,0.0,0,-0.6,0
0.0,0.473,0.0,0,14.72,82,0,0.0,0,-0.47,0
0.0,0.498,0.0,0,13.72,88,1,0.0,0,-0.5,0
0.0,0.383,0.0,0,13.72,92,2,0.0,0,-0.38,0
0.0,0.269,0.0,0,13.43,93,3,0.0,0,-0.27,0
0.0,0.27,0.0,0,13.72,94,4,0.0,0,-0.27,0
0.0,0.256,0.0,0,14.04,94,5,0.0,0,-0.26,0
0.0,0.257,0.0,0,14.72,94,6,0.0,0,-0.26,0
0.0,0.421,0.0,0,15.26,94,7,0.0,1,-0.42,0
0.322,0.0,0.048,0,14.79,95,8,0.13,1,-0.27,1
0.264,0.0,0.08,0,15.82,95,9,0.24,1,-0.18,1
0.084,0.0,0.168,1,16.93,95,10,0.67,1,0.08,1
0.042,0.0,0.211,1,17.49,95,11,0.84,1,0.17,1
0.125,0.0,0.131,0,17.49,95,12,0.5,1,0.01,1
0.049,0.0,0.201,1,16.45,95,13,0.8,1,0.15,1
0.0,0.0,0.253,2,17.49,95,14,1.01,1,0.25,1
0.034,0.0,0.216,1,16.93,95,15,0.86,1,0.18,1
0.145,0.0,0.103,0,16.93,93,16,0.41,1,-0.04,1
0.316,0.0,0.008,0,16.38,90,17,0.02,1,-0.31,1
0.515,0.0,0.0,0,15.26,86,18,0.0,1,-0.52,0
1.203,0.0,0.0,0,14.54,84,19,0.0,0,-1.2,0
0.901,0.0,0.0,0,13.99,85,20,0.0,0,-0.9,0
0.569,0.0,0.0,0,13.43,90,21,0.0,0,-0.57,0
0.0,0.553,0.0,0,13.43,89,22,0.0,0,-0.55,0
0.0,0.471,0.0,0,12.88,91,23,0.0,0,-0.47,0
0.0,0.431,0.0,0,11.77,92,0,0.0,0,-0.43,0
0.0,0.421,0.0,0,11.77,88,1,0.0,0,-0.42,0
0.0,0.334,0.0,0,11.21,90,2,0.0,0,-0.33,0
0.0,0.261,0.0,0,10.66,89,3,0.0,0,-0.26,0
0.0,0.247,0.0,0,10.66,81,4,0.0,0,-0.25,0
0.0,0.237,0.0,0,9.54,84,5,0.0,0,-0.24,0
0.0,0.26,0.0,0,9.54,81,6,0.0,0,-0.26,0
0.0,0.473,0.032,0,9.59,81,7,0.06,1,-0.44,0
0.21,0.0,0.245,0,9.59,82,8,0.54,1,0.04,1
0.0,0.0,0.261,3,11.26,78,9,1.0,1,0.26,1
0.0,0.0,0.257,3,13.48,72,10,0.99,1,0.26,1
0.0,0.0,0.271,3,14.59,68,11,1.0,1,0.27,1
0.0,0.0,0.273,4,15.15,70,12,1.01,1,0.27,1
0.295,0.0,0.592,3,16.26,64,13,0.67,1,0.3,1
0.0,0.0,0.315,3,17.23,63,14,0.98,1,0.32,1
0.018,0.0,0.338,2,18.04,64,15,0.94,1,0.32,1
0.262,0.0,0.098,0,18.6,68,16,0.27,1,-0.16,1
0.37,0.0,0.004,0,16.68,69,17,0.01,1,-0.37,1
0.632,0.0,0.0,0,14.59,75,18,0.0,1,-0.63,0
0.598,0.0,0.0,0,13.48,79,19,0.0,0,-0.6,0
0.538,0.0,0.0,0,13.43,78,20,0.0,0,-0.54,0
0.387,0.0,0.0,0,12.93,78,21,0.0,0,-0.39,0
0.0,0.377,0.0,0,12.32,93,22,0.0,0,-0.38,0
0.0,0.438,0.0,0,11.77,94,23,0.0,0,-0.44,0
0.0,0.334,0.0,0,11.21,95,0,0.0,0,-0.33,0
0.0,0.278,0.0,0,10.66,95,1,0.0,0,-0.28,0
0.0,0.271,0.0,0,10.1,95,2,0.0,0,-0.27,0
0.0,0.264,0.0,0,9.54,95,3,0.0,0,-0.26,0
0.0,0.249,0.0,0,9.54,96,4,0.0,0,-0.25,0
0.0,0.266,0.0,0,8.99,98,5,0.0,0,-0.27,0
0.0,0.273,0.0,0,10.15,76,6,0.0,0,-0.27,0
