normal_consume,consumption_in_period,autoconsume,temp_max,humidity,hour,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
0.0,0.447,0.0,8.43,85,1,0.0,0,-0.45,0
0.0,0.251,0.0,8.12,85,2,0.0,0,-0.25,0
0.0,0.244,0.0,8.12,85,3,0.0,0,-0.24,0
0.0,0.243,0.0,8.12,86,4,0.0,0,-0.24,0
0.0,0.238,0.0,6.21,83,5,0.0,0,-0.24,0
0.0,0.24,0.0,6.21,84,6,0.0,0,-0.24,0
0.0,0.223,0.017,5.9,84,7,0.07,1,-0.21,0
0.895,0.0,0.325,5.9,81,8,0.27,1,-0.57,1
0.0,0.0,0.268,6.93,76,9,0.99,1,0.27,1
0.0,0.0,0.273,8.6,73,10,1.01,1,0.27,1
0.571,0.0,0.564,10.26,66,11,0.5,1,-0.01,1
0.788,0.0,0.397,10.82,64,12,0.34,1,-0.39,1
0.048,0.0,0.383,11.38,58,13,0.89,1,0.34,1
0.0,0.0,0.432,11.93,60,14,1.0,1,0.43,1
0.0,0.0,0.391,11.93,56,15,1.0,1,0.39,1
0.15,0.0,0.307,11.38,55,16,0.67,1,0.16,1
0.332,0.0,0.061,11.38,58,17,0.16,1,-0.27,1
1.297,0.0,0.0,9.71,62,18,0.0,1,-1.3,1
1.62,0.0,0.0,8.43,62,19,0.0,0,-1.62,0
0.972,0.0,0.0,7.88,69,20,0.0,0,-0.97,0
0.715,0.0,0.0,7.32,69,21,0.0,0,-0.72,0
0.0,0.79,0.0,7.32,78,22,0.0,0,-0.79,0
0.0,0.652,0.0,6.77,81,23,0.0,0,-0.65,0
0.0,0.65,0.0,6.77,83,0,0.0,0,-0.65,0
0.0,1.161,0.0,6.21,85,1,0.0,0,-1.16,0
0.0,0.442,0.0,5.66,87,2,0.0,0,-0.44,0
0.0,0.269,0.0,5.1,86,3,0.0,0,-0.27,0
0.0,0.26,0.0,4.54,87,4,0.0,0,-0.26,0
0.0,0.307,0.0,3.99,88,5,0.0,0,-0.31,0
0.0,0.306,0.0,4.04,86,6,0.0,0,-0.31,0
0.0,0.633,0.021,3.43,76,7,0.03,1,-0.61,0
0.048,0.0,0.309,4.59,81,8,0.86,1,0.26,1
0.0,0.0,0.326,5.7,76,9,0.99,1,0.33,1
0.343,0.0,0.733,7.93,71,10,0.68,1,0.39,1
0.015,0.0,0.809,9.04,70,11,0.99,1,0.79,1
0.116,0.0,0.589,10.15,62,12,0.84,1,0.47,1
0.0,0.0,0.272,11.93,60,13,1.01,1,0.27,1
0.0,0.0,0.292,12.01,55,14,1.01,1,0.29,1
0.081,0.0,0.457,12.49,54,15,0.85,1,0.38,1
0.082,0.0,0.326,12.49,55,16,0.8,1,0.24,1
0.308,0.0,0.048,11.38,60,17,0.13,1,-0.26,1
0.448,0.0,0.0,10.01,63,18,0.0,1,-0.45,1
1.336,0.0,0.0,8.43,63,19,0.0,0,-1.34,0
0.756,0.0,0.0,7.88,74,20,0.0,0,-0.76,0
0.723,0.0,0.0,7.32,78,21,0.0,0,-0.72,0
0.0,0.696,0.0,7.32,78,22,0.0,0,-0.7,0
0.0,1.797,0.0,6.77,80,23,0.0,0,-1.8,0
0.0,2.527,0.0,6.21,81,0,0.0,0,-2.53,0
0.0,2.478,0.0,5.66,82,1,0.0,0,-2.48,0
0.0,2.468,0.0,5.9,84,2,0.0,0,-2.47,0
0.0,0.851,0.0,5.9,85,3,0.0,0,-0.85,0
0.0,0.31,0.0,5.34,84,4,0.0,0,-0.31,0
0.0,0.318,0.0,5.15,83,5,0.0,0,-0.32,0
0.0,0.327,0.0,5.15,84,6,0.0,0,-0.33,0
0.0,0.319,0.0,4.72,86,7,0.0,1,-0.32,0
0.29,0.0,0.022,4.72,88,8,0.07,1,-0.27,1
0.255,0.0,0.083,4.72,90,9,0.24,1,-0.17,1
0.139,0.0,0.178,5.72,91,10,0.56,1,0.04,1
0.889,0.0,0.208,6.72,91,11,0.19,1,-0.68,1
0.469,0.0,0.176,7.23,90,12,0.27,1,-0.29,1
0.355,0.0,0.205,9.72,88,13,0.37,1,-0.15,1
0.185,0.0,0.139,9.72,88,14,0.43,1,-0.05,1
0.238,0.0,0.071,9.72,90,15,0.23,1,-0.17,1
0.386,0.0,0.035,8.6,89,16,0.08,1,-0.35,1
0.537,0.0,0.0,8.72,90,17,0.0,1,-0.54,1
0.894,0.0,0.0,8.48,91,18,0.0,1,-0.89,1
0.882,0.0,0.0,7.93,91,19,0.0,0,-0.88,0
1.791,0.0,0.0,7.88,91,20,0.0,0,-1.79,0
1.124,0.0,0.0,7.32,89,21,0.0,0,-1.12,0
0.0,0.579,0.0,6.82,89,22,0.0,0,-0.58,0
0.0,0.569,0.0,6.82,87,23,0.0,0,-0.57,0
0.0,0.516,0.0,7.37,86,0,0.0,0,-0.52,0
0.0,0.609,0.0,6.82,85,1,0.0,0,-0.61,0
0.0,0.548,0.0,6.82,84,2,0.0,0,-0.55,0
0.0,0.717,0.0,6.82,84,3,0.0,0,-0.72,0
0.0,0.545,0.0,5.1,85,4,0.0,0,-0.55,0
0.0,0.806,0.0,8.68,84,5,0.0,0,-0.81,0
0.0,0.324,0.0,8.68,84,6,0.0,0,-0.32,0
0.0,0.287,0.032,8.68,84,7,0.1,1,-0.26,0
0.045,0.0,0.282,6.82,80,8,0.85,1,0.24,1
0.0,0.0,0.332,8.48,76,9,1.01,1,0.33,1
0.0,0.0,0.333,10.7,72,10,1.01,1,0.33,1
0.261,0.0,0.656,11.82,70,11,0.71,1,0.4,1
1.123,0.0,1.07,12.37,68,12,0.49,1,-0.05,1
0.09,0.0,0.675,13.9,63,13,0.89,1,0.59,1
0.093,0.0,0.722,15.26,56,14,0.88,1,0.63,1
0.0,0.0,0.52,15.82,57,15,1.0,1,0.52,1
0.207,0.0,0.374,15.82,55,16,0.64,1,0.17,1
0.507,0.0,0.051,15.82,63,17,0.09,1,-0.46,1
2.191,0.0,0.0,12.79,66,18,0.0,1,-2.19,1
2.146,0.0,0.0,10.66,66,19,0.0,0,-2.15,0
0.962,0.0,0.0,9.72,81,20,0.0,0,-0.96,0
0.557,0.0,0.0,8.9,81,21,0.0,0,-0.56,0
0.0,0.45,0.0,8.9,81,22,0.0,0,-0.45,0
0.0,0.574,0.0,7.23,81,23,0.0,0,-0.57,0
0.0,0.586,0.0,6.68,81,0,0.0,0,-0.59,0
0.0,0.569,0.0,6.68,81,1,0.0,0,-0.57,0
0.0,0.521,0.0,7.79,80,2,0.0,0,-0.52,0
0.0,0.416,0.0,6.12,80,3,0.0,0,-0.42,0
0.0,0.29,0.0,6.12,80,4,0.0,0,-0.29,0
0.0,0.281,0.0,6.72,72,5,0.0,0,-0.28,0
0.0,0.298,0.0,6.12,72,6,0.0,0,-0.3,0
0.0,1.3,0.04,5.72,72,7,0.03,1,-1.26,0
0.042,0.0,0.307,6.12,51,8,0.88,1,0.26,1
0.0,0.0,0.288,7.72,60,9,0.99,1,0.29,1
0.0,0.0,0.306,10.66,58,10,0.99,1,0.31,1
0.219,0.0,0.498,10.72,52,11,0.69,1,0.28,1
0.564,0.0,0.915,11.72,47,12,0.62,1,0.35,1
0.231,0.0,0.496,11.93,45,13,0.68,1,0.26,1
0.0,0.0,0.306,12.93,45,14,0.99,1,0.31,1
0.0,0.0,0.285,13.6,46,15,1.02,1,0.28,1
0.019,0.0,0.267,14.71,46,16,0.92,1,0.25,1
0.244,0.0,0.054,12.93,51,17,0.18,1,-0.19,1
0.541,0.0,0.0,11.26,62,18,0.0,1,-0.54,1
0.655,0.0,0.0,10.66,66,19,0.0,0,-0.66,0
0.468,0.0,0.0,10.66,72,20,0.0,0,-0.47,0
0.48,0.0,0.0,7.23,72,21,0.0,0,-0.48,0
0.0,0.553,0.0,6.68,72,22,0.0,0,-0.55,0
0.0,0.52,0.0,6.12,75,23,0.0,0,-0.52,0
0.0,0.628,0.0,6.12,75,0,0.0,0,-0.63,0
0.0,0.489,0.0,6.68,75,1,0.0,0,-0.49,0
0.0,0.312,0.0,6.12,50,2,0.0,0,-0.31,0
0.0,0.32,0.0,5.57,50,3,0.0,0,-0.32,0
0.0,0.306,0.0,5.01,50,4,0.0,0,-0.31,0
0.0,0.304,0.0,5.01,50,5,0.0,0,-0.3,0
0.0,0.464,0.0,4.45,50,6,0.0,0,-0.46,0
0.0,1.093,0.046,4.45,50,7,0.04,1,-1.05,0
0.074,0.0,0.321,4.59,55,8,0.8,1,0.25,1
0.437,0.0,0.548,6.26,53,9,0.55,1,0.11,1
0.0,0.0,0.366,8.04,52,10,0.99,1,0.37,1
0.0,0.0,0.29,9.15,50,11,1.0,1,0.29,1
0.0,0.0,0.305,10.66,44,12,1.02,1,0.3,1
0.0,0.0,0.301,11.12,43,13,1.0,1,0.3,1
0.0,0.0,0.288,13.04,43,14,0.99,1,0.29,1
0.0,0.0,0.298,13.6,39,15,0.99,1,0.3,1
0.009,0.0,0.268,12.37,39,16,0.96,1,0.26,1
0.226,0.0,0.06,13.6,40,17,0.21,1,-0.17,1
0.567,0.0,0.0,11.72,45,18,0.0,1,-0.57,1
0.529,0.0,0.0,9.54,36,19,0.0,0,-0.53,0
0.921,0.0,0.0,9.54,42,20,0.0,0,-0.92,0
1.635,0.0,0.0,8.43,42,21,0.0,0,-1.64,0
0.0,0.66,0.0,7.88,42,22,0.0,0,-0.66,0
0.0,0.573,0.0,7.32,48,23,0.0,0,-0.57,0
0.0,0.527,0.0,6.77,48,0,0.0,0,-0.53,0
0.0,0.572,0.0,6.21,48,1,0.0,0,-0.57,0
0.0,0.309,0.0,6.21,54,2,0.0,0,-0.31,0
0.0,0.308,0.0,5.66,54,3,0.0,0,-0.31,0
0.0,0.285,0.0,5.66,54,4,0.0,0,-0.28,0
0.0,0.302,0.0,5.1,61,5,0.0,0,-0.3,0
0.0,0.297,0.0,5.1,61,6,0.0,0,-0.3,0
0.0,0.901,0.05,4.54,61,7,0.05,1,-0.85,0
0.862,0.0,0.347,4.45,50,8,0.29,1,-0.52,1
0.0,0.0,0.289,6.26,62,9,1.0,1,0.29,1
0.0,0.0,0.306,7.93,54,10,0.99,1,0.31,1
0.0,0.0,0.401,9.71,49,11,1.0,1,0.4,1
0.491,0.0,0.712,10.34,49,12,0.59,1,0.22,1
0.0,0.0,0.31,11.93,45,13,1.0,1,0.31,1
0.0,0.0,0.283,12.49,42,14,1.01,1,0.28,1
0.0,0.0,0.289,14.15,42,15,1.0,1,0.29,1
0.112,0.0,0.221,14.15,44,16,0.67,1,0.11,1
0.244,0.0,0.104,13.04,53,17,0.3,1,-0.14,1
0.401,0.0,0.001,10.82,62,18,0.0,1,-0.4,1
1.437,0.0,0.0,8.99,57,19,0.0,0,-1.44,0
0.778,0.0,0.0,8.43,75,20,0.0,0,-0.78,0
0.69,0.0,0.0,7.88,75,21,0.0,0,-0.69,0
0.0,0.589,0.0,7.32,75,22,0.0,0,-0.59,0
0.0,0.439,0.0,6.77,79,23,0.0,0,-0.44,0
0.0,0.492,0.0,6.77,79,0,0.0,0,-0.49,0
0.0,0.481,0.0,6.21,79,1,0.0,0,-0.48,0
0.0,0.334,0.0,5.66,77,2,0.0,0,-0.33,0
0.0,0.285,0.0,5.1,77,3,0.0,0,-0.28,0
0.0,0.294,0.0,4.54,77,4,0.0,0,-0.29,0
0.0,0.295,0.0,3.99,76,5,0.0,0,-0.3,0
0.0,0.289,0.0,3.99,76,6,0.0,0,-0.29,0
0.0,1.303,0.065,3.43,76,7,0.05,1,-1.24,0
0.901,0.0,0.378,5.7,65,8,0.3,1,-0.52,1
0.21,0.0,0.438,7.93,59,9,0.67,1,0.23,1
0.282,0.0,0.65,10.15,54,10,0.7,1,0.37,1
0.0,0.0,0.439,11.26,50,11,1.0,1,0.44,1
0.0,0.0,0.31,12.72,45,12,1.0,1,0.31,1
0.0,0.0,0.303,13.6,44,13,1.01,1,0.3,1
0.0,0.0,0.295,15.26,40,14,0.98,1,0.3,1
0.0,0.0,0.305,15.26,38,15,1.02,1,0.3,1
0.007,0.0,0.265,15.82,34,16,0.98,1,0.26,1
0.223,0.0,0.065,14.23,36,17,0.22,1,-0.16,1
1.064,0.0,0.0,12.37,57,18,0.0,1,-1.06,1
2.155,0.0,0.0,9.59,67,19,0.0,0,-2.15,0
0.72,0.0,0.0,8.99,66,20,0.0,0,-0.72,0
1.813,0.0,0.0,8.43,73,21,0.0,0,-1.81,0
0.0,2.472,0.0,7.93,74,22,0.0,0,-2.47,0
0.0,0.857,0.0,7.37,76,23,0.0,0,-0.86,0
0.0,0.557,0.0,6.82,77,0,0.0,0,-0.56,0
0.0,0.487,0.0,7.37,76,1,0.0,0,-0.49,0
0.0,0.379,0.0,7.37,75,2,0.0,0,-0.38,0
0.0,0.348,0.0,6.82,75,3,0.0,0,-0.35,0
0.0,0.298,0.0,6.82,70,4,0.0,0,-0.3,0
0.0,0.294,0.0,6.26,73,5,0.0,0,-0.29,0
0.0,0.302,0.0,4.79,66,6,0.0,0,-0.3,0
0.0,1.119,0.048,7.31,66,7,0.04,1,-1.07,0
0.092,0.0,0.326,3.72,53,8,0.78,1,0.23,1
0.0,0.0,0.281,9.59,66,9,1.0,1,0.28,1
0.274,0.0,0.644,11.26,59,10,0.7,1,0.37,1
0.609,0.0,0.861,11.82,62,11,0.59,1,0.25,1
0.503,0.0,0.895,14.23,56,12,0.64,1,0.39,1
0.0,0.0,0.297,15.34,48,13,0.99,1,0.3,1
0.26,0.0,0.526,16.93,43,14,0.67,1,0.27,1
0.139,0.0,0.416,16.93,42,15,0.76,1,0.28,1
0.096,0.0,0.304,15.9,48,16,0.76,1,0.21,1
0.326,0.0,0.07,14.15,56,17,0.18,1,-0.26,1
0.431,0.0,0.0,11.82,57,18,0.0,1,-0.43,1
1.144,0.0,0.0,10.1,53,19,0.0,0,-1.14,0
0.747,0.0,0.0,9.79,64,20,0.0,0,-0.75,0
1.34,0.0,0.0,8.99,64,21,0.0,0,-1.34,0
0.0,1.657,0.0,8.99,64,22,0.0,0,-1.66,0
0.0,0.577,0.0,8.43,66,23,0.0,0,-0.58,0
0.0,0.677,0.0,7.93,73,0,0.0,0,-0.68,0
0.0,0.42,0.0,7.32,66,1,0.0,0,-0.42,0
0.0,0.343,0.0,6.77,66,2,0.0,0,-0.34,0
0.0,0.364,0.0,6.21,66,3,0.0,0,-0.36,0
0.0,0.332,0.0,5.9,66,4,0.0,0,-0.33,0
0.0,0.397,0.0,7.23,63,5,0.0,0,-0.4,0
0.0,0.34,0.0,8.72,63,6,0.0,0,-0.34,0
0.0,1.427,0.073,7.79,63,7,0.05,1,-1.35,0
0.139,0.0,0.335,8.9,49,8,0.71,1,0.2,1
0.0,0.0,0.389,10.72,53,9,1.0,1,0.39,1
0.0,0.0,0.353,12.72,50,10,1.01,1,0.35,1
0.39,0.0,0.783,14.72,46,11,0.67,1,0.39,1
0.062,0.0,0.874,16.45,42,12,0.93,1,0.81,1
0.0,0.0,0.317,17.49,39,13,0.99,1,0.32,1
0.0,0.0,0.312,18.12,35,14,1.01,1,0.31,1
0.379,0.0,0.368,18.6,33,15,0.49,1,-0.01,1
0.347,0.0,0.337,18.12,32,16,0.5,1,-0.01,1
0.413,0.0,0.065,17.01,32,17,0.14,1,-0.35,1
1.175,0.0,0.0,14.71,54,18,0.0,1,-1.18,1
0.698,0.0,0.0,12.32,55,19,0.0,0,-0.7,0
0.577,0.0,0.0,11.77,62,20,0.0,0,-0.58,0
0.575,0.0,0.0,11.21,62,21,0.0,0,-0.57,0
0.0,0.696,0.0,10.66,62,22,0.0,0,-0.7,0
0.0,0.626,0.0,10.1,57,23,0.0,0,-0.63,0
0.0,0.617,0.0,10.1,57,0,0.0,0,-0.62,0
0.0,0.462,0.0,10.15,58,1,0.0,0,-0.46,0
0.0,0.298,0.0,10.15,59,2,0.0,0,-0.3,0
0.0,1.153,0.0,10.7,58,3,0.0,0,-1.15,0
0.0,1.417,0.0,9.72,71,4,0.0,0,-1.42,0
0.0,1.309,0.0,10.01,77,5,0.0,0,-1.31,0
0.0,1.502,0.0,9.72,77,6,0.0,0,-1.5,0
0.0,0.319,0.0,9.72,75,7,0.0,1,-0.32,0
0.363,0.0,0.031,8.99,85,8,0.08,1,-0.33,1
0.219,0.0,0.116,9.72,89,9,0.34,1,-0.1,1
0.978,0.0,0.177,10.72,86,10,0.15,1,-0.8,1
1.773,0.0,0.178,11.72,82,11,0.09,1,-1.6,1
1.795,0.0,0.12,10.82,81,12,0.06,1,-1.67,1
0.507,0.0,0.087,10.72,86,13,0.15,1,-0.42,1
0.29,0.0,0.064,11.72,91,14,0.18,1,-0.23,1
0.743,0.0,0.079,10.66,89,15,0.1,1,-0.66,1
0.351,0.0,0.073,10.72,89,16,0.17,1,-0.28,1
2.07,0.0,0.061,10.72,89,17,0.03,1,-2.01,1
1.661,0.0,0.001,10.72,91,18,0.0,1,-1.66,1
2.357,0.0,0.0,10.72,92,19,0.0,0,-2.36,0
2.359,0.0,0.0,10.72,92,20,0.0,0,-2.36,0
0.949,0.0,0.0,10.72,93,21,0.0,0,-0.95,0
0.0,0.502,0.0,10.72,93,22,0.0,0,-0.5,0
0.0,0.578,0.0,11.72,93,23,0.0,0,-0.58,0
0.0,0.695,0.0,11.72,93,0,0.0,0,-0.7,0
0.0,2.499,0.0,11.72,94,1,0.0,0,-2.5,0
0.0,0.755,0.0,11.72,93,2,0.0,0,-0.76,0
0.0,0.371,0.0,11.72,94,3,0.0,0,-0.37,0
0.0,0.237,0.0,10.72,94,4,0.0,0,-0.24,0
0.0,0.272,0.0,11.72,93,5,0.0,0,-0.27,0
0.0,0.296,0.0,10.72,93,6,0.0,0,-0.3,0
0.0,1.144,0.016,10.7,94,7,0.01,1,-1.13,0
0.36,0.0,0.17,11.72,94,8,0.32,1,-0.19,1
0.127,0.0,0.158,12.72,94,9,0.54,1,0.03,1
0.209,0.0,0.137,14.23,94,10,0.39,1,-0.07,1
0.6,0.0,0.203,14.79,94,11,0.25,1,-0.4,1
1.025,0.0,0.42,14.79,94,12,0.29,1,-0.6,1
0.08,0.0,0.197,14.72,94,13,0.7,1,0.12,1
0.074,0.0,0.219,15.26,93,14,0.76,1,0.15,1
0.078,0.0,0.204,15.26,93,15,0.73,1,0.13,1
0.216,0.0,0.085,15.26,93,16,0.28,1,-0.13,1
0.308,0.0,0.03,14.72,93,17,0.09,1,-0.28,1
0.635,0.0,0.0,13.72,92,18,0.0,1,-0.64,1
1.323,0.0,0.0,13.12,93,19,0.0,0,-1.32,0
1.263,0.0,0.0,13.12,93,20,0.0,0,-1.26,0
0.588,0.0,0.0,12.93,94,21,0.0,0,-0.59,0
0.0,0.529,0.0,12.93,94,22,0.0,0,-0.53,0
0.0,0.562,0.0,12.93,94,23,0.0,0,-0.56,0
0.0,0.532,0.0,12.72,94,0,0.0,0,-0.53,0
0.0,0.301,0.0,12.72,94,1,0.0,0,-0.3,0
0.0,0.283,0.0,12.01,94,2,0.0,0,-0.28,0
0.0,0.306,0.0,12.01,94,3,0.0,0,-0.31,0
0.0,0.314,0.0,12.72,95,4,0.0,0,-0.31,0
0.0,0.321,0.0,12.72,94,5,0.0,0,-0.32,0
0.0,0.302,0.0,12.72,94,6,0.0,0,-0.3,0
0.0,0.882,0.012,11.77,94,7,0.01,1,-0.87,0
0.109,0.0,0.161,11.26,95,8,0.6,1,0.05,1
1.216,0.0,0.449,13.72,94,9,0.27,1,-0.77,1
0.791,0.0,0.384,13.04,95,10,0.33,1,-0.41,1
0.013,0.0,0.265,13.6,93,11,0.95,1,0.25,1
0.0,0.0,0.291,15.72,94,12,1.0,1,0.29,1
0.0,0.0,0.297,14.72,86,13,0.99,1,0.3,1
0.007,0.0,0.276,15.34,86,14,0.99,1,0.27,1
0.068,0.0,0.205,15.34,81,15,0.76,1,0.14,1
0.087,0.0,0.202,15.26,79,16,0.7,1,0.12,1
0.287,0.0,0.044,15.82,78,17,0.13,1,-0.24,1
1.181,0.0,0.0,15.26,81,18,0.0,1,-1.18,1
2.412,0.0,0.0,14.04,80,19,0.0,0,-2.41,0
0.747,0.0,0.0,14.72,79,20,0.0,0,-0.75,0
1.643,0.0,0.0,13.48,82,21,0.0,0,-1.64,0
0.0,1.05,0.0,13.72,88,22,0.0,0,-1.05,0
0.0,0.588,0.0,13.72,92,23,0.0,0,-0.59,0
0.0,0.466,0.0,14.23,94,0,0.0,0,-0.47,0
0.0,0.415,0.0,14.79,94,1,0.0,0,-0.42,0
0.0,0.358,0.0,14.23,94,2,0.0,0,-0.36,0
0.0,0.335,0.0,14.79,94,3,0.0,0,-0.34,0
0.0,0.284,0.0,14.79,94,4,0.0,0,-0.28,0
0.0,0.305,0.0,14.79,94,5,0.0,0,-0.3,0
0.0,0.31,0.0,14.79,94,6,0.0,0,-0.31,0
0.0,1.189,0.0,14.79,94,7,0.0,1,-1.19,1
1.408,0.0,0.005,14.79,94,8,0.0,1,-1.4,1
0.328,0.0,0.017,15.34,94,9,0.05,1,-0.31,1
0.287,0.0,0.048,15.34,94,10,0.14,1,-0.24,1
0.212,0.0,0.084,15.9,94,11,0.28,1,-0.13,1
0.193,0.0,0.161,16.45,94,12,0.46,1,-0.03,1
0.154,0.0,0.16,17.57,94,13,0.52,1,0.01,1
0.09,0.0,0.194,15.15,94,14,0.69,1,0.1,1
0.21,0.0,0.193,16.45,94,15,0.48,1,-0.02,1
1.009,0.0,0.077,15.9,94,16,0.07,1,-0.93,1
0.334,0.0,0.024,15.34,94,17,0.07,1,-0.31,1
0.449,0.0,0.0,15.15,94,18,0.0,1,-0.45,1
2.179,0.0,0.0,14.72,94,19,0.0,0,-2.18,0
0.879,0.0,0.0,14.72,94,20,0.0,0,-0.88,0
0.637,0.0,0.0,14.72,94,21,0.0,0,-0.64,0
0.0,0.765,0.0,14.72,94,22,0.0,0,-0.76,0
0.0,0.784,0.0,14.72,94,23,0.0,0,-0.78,0
0.0,0.731,0.0,14.04,94,0,0.0,0,-0.73,0
0.0,0.69,0.0,13.99,94,1,0.0,0,-0.69,0
0.0,0.619,0.0,13.72,94,2,0.0,0,-0.62,0
0.0,0.481,0.0,13.72,95,3,0.0,0,-0.48,0
0.0,0.452,0.0,13.72,94,4,0.0,0,-0.45,0
0.0,0.459,0.0,13.72,93,5,0.0,0,-0.46,0
0.0,0.466,0.0,13.12,94,6,0.0,0,-0.47,0
0.0,1.001,0.0,13.72,94,7,0.0,1,-1.0,1
1.355,0.0,0.023,13.72,93,8,0.02,1,-1.33,1
0.231,0.0,0.0,13.9,92,9,0.0,1,-0.23,1
0.159,0.0,0.067,14.72,94,10,0.29,1,-0.09,1
1.337,0.0,0.287,14.72,88,11,0.18,1,-1.05,1
0.631,0.0,0.258,14.72,94,12,0.29,1,-0.37,1
0.0,0.0,0.236,15.72,94,13,0.98,1,0.24,1
0.0,0.0,0.273,16.72,93,14,1.01,1,0.27,1
0.547,0.0,0.328,16.72,91,15,0.37,1,-0.22,1
0.128,0.0,0.163,15.72,87,16,0.56,1,0.04,1
0.272,0.0,0.073,15.72,88,17,0.21,1,-0.2,1
0.528,0.0,0.001,15.1,90,18,0.0,1,-0.53,1
0.507,0.0,0.0,14.72,91,19,0.0,0,-0.51,0
0.596,0.0,0.0,14.54,93,20,0.0,0,-0.6,0
0.846,0.0,0.0,13.99,93,21,0.0,0,-0.85,0
0.0,0.833,0.0,13.99,94,22,0.0,0,-0.83,0
0.0,0.636,0.0,13.99,94,23,0.0,0,-0.64,0
0.0,0.816,0.0,13.72,94,0,0.0,0,-0.82,0
0.0,0.534,0.0,13.72,94,1,0.0,0,-0.53,0
0.0,0.486,0.0,13.72,94,2,0.0,0,-0.49,0
0.0,0.303,0.0,13.72,94,3,0.0,0,-0.3,0
0.0,0.26,0.0,13.72,94,4,0.0,0,-0.26,0
0.0,0.245,0.0,13.72,95,5,0.0,0,-0.24,0
0.0,0.237,0.0,13.72,95,6,0.0,0,-0.24,0
0.0,0.965,0.011,13.72,94,7,0.01,1,-0.95,1
0.234,0.0,0.077,13.72,95,8,0.25,1,-0.16,1
0.222,0.0,0.224,14.72,94,9,0.5,1,0.0,1
1.14,0.0,0.188,14.79,94,10,0.14,1,-0.95,1
0.863,0.0,0.266,15.72,93,11,0.24,1,-0.6,1
0.009,0.0,0.351,15.9,93,12,0.98,1,0.34,1
0.006,0.0,0.32,15.72,90,13,0.97,1,0.31,1
0.164,0.0,0.248,15.72,85,14,0.6,1,0.08,1
0.213,0.0,0.209,16.45,86,15,0.5,1,-0.0,1
0.122,0.0,0.144,16.45,84,16,0.53,1,0.02,1
0.218,0.0,0.049,15.9,92,17,0.18,1,-0.17,1
0.377,0.0,0.0,15.34,93,18,0.0,1,-0.38,1
0.576,0.0,0.0,14.79,94,19,0.0,0,-0.58,0
0.495,0.0,0.0,14.54,94,20,0.0,0,-0.5,0
0.497,0.0,0.0,14.59,94,21,0.0,0,-0.5,0
0.0,0.564,0.0,14.59,94,22,0.0,0,-0.56,0
0.0,0.577,0.0,14.59,94,23,0.0,0,-0.58,0
0.0,0.543,0.0,14.79,94,0,0.0,0,-0.54,0
0.0,0.283,0.0,15.34,94,1,0.0,0,-0.28,0
0.0,0.368,0.0,15.15,94,2,0.0,0,-0.37,0
0.0,0.299,0.0,14.79,95,3,0.0,0,-0.3,0
0.0,0.242,0.0,14.72,94,4,0.0,0,-0.24,0
0.0,0.255,0.0,14.72,95,5,0.0,0,-0.26,0
0.0,0.246,0.0,14.72,95,6,0.0,0,-0.25,0
0.0,0.239,0.002,14.72,95,7,0.01,1,-0.24,1
0.714,0.0,0.161,14.79,94,8,0.18,1,-0.55,1
0.92,0.0,0.189,15.15,94,9,0.17,1,-0.73,1
0.102,0.0,0.2,15.72,94,10,0.67,1,0.1,1
0.013,0.0,0.25,16.12,94,11,0.96,1,0.24,1
0.0,0.0,0.259,15.9,94,12,1.0,1,0.26,1
0.015,0.0,0.261,15.9,93,13,0.93,1,0.25,1
0.363,0.0,0.339,16.26,89,14,0.48,1,-0.02,1
0.163,0.0,0.264,16.82,84,15,0.61,1,0.1,1
1.738,0.0,0.162,16.82,85,16,0.09,1,-1.58,1
0.476,0.0,0.018,16.26,87,17,0.04,1,-0.46,1
0.394,0.0,0.0,15.7,90,18,0.0,1,-0.39,1
0.485,0.0,0.0,15.7,91,19,0.0,0,-0.48,0
0.467,0.0,0.0,15.66,92,20,0.0,0,-0.47,0
0.417,0.0,0.0,15.66,93,21,0.0,0,-0.42,0
0.0,0.845,0.0,15.15,93,22,0.0,0,-0.84,0
0.0,1.893,0.0,15.1,93,23,0.0,0,-1.89,0
0.0,0.56,0.0,14.54,94,0,0.0,0,-0.56,0
0.0,0.546,0.0,14.54,94,1,0.0,0,-0.55,0
0.0,0.548,0.0,14.23,94,2,0.0,0,-0.55,0
0.0,0.555,0.0,13.99,94,3,0.0,0,-0.56,0
0.0,0.48,0.0,14.04,94,4,0.0,0,-0.48,0
0.0,0.243,0.0,14.04,94,5,0.0,0,-0.24,0
0.0,0.255,0.0,14.04,94,6,0.0,0,-0.26,0
0.0,0.145,0.108,13.48,94,7,0.43,1,-0.04,1
0.007,0.0,0.253,14.04,94,8,0.97,1,0.25,1
0.483,0.0,0.412,14.59,92,9,0.46,1,-0.07,1
0.011,0.0,0.286,17.01,84,10,0.95,1,0.27,1
0.638,0.0,0.454,18.12,79,11,0.42,1,-0.18,1
1.063,0.0,0.541,18.68,79,12,0.34,1,-0.52,1
0.435,0.0,0.529,18.48,78,13,0.55,1,0.09,1
0.325,0.0,0.519,19.79,73,14,0.62,1,0.19,1
0.0,0.0,0.333,19.23,71,15,1.01,1,0.33,1
0.03,0.0,0.294,20.15,68,16,0.92,1,0.26,1
0.869,0.0,0.107,19.04,71,17,0.11,1,-0.76,1
